Locus,Rhizobium_etli_CFN_42,Brucella_abortus_C68,Ensifer_adhaerens_OV14,Bradyrhizobium_diazoefficiens_USDA_110,Sinorhizobium_fredii_NGR234,Sinorhizobium_meliloti_Rm1021,Liberibacter_crescens_BT-0,Sinorhizobium_medicae_WSM419,Rhizobium_leguminosarum_bv_viciae_3841,Agrobacterium_fabrum_C58,Mesorhizobium_loti_MAFF303099,Locus,,,,,SMc02793,SMc02793
SMc03174,RHE_CH03658,noHit,OV14_0430,noHit,NGR_c29600,SMc03174,noHit,Smed_2801,RL4188,Atu4472,noHit,SMc03174,,,,,SMc03165,SMc03165
SMc03175,iunH2,noHit,OV14_0431,noHit,NGR_c29640,SMc03175,noHit,Smed_2802,RL2825,iunH,noHit,SMc03175,,,,,SMc03166,SMc03166
SMc03176,RHE_CH01163,noHit,OV14_0432,bll1145,NGR_c29650,SMc03176,noHit,Smed_2803,RL1293,Atu0839,mll5484,SMc03176,,,,,SMc03167,SMc03167
SMc03177,RHE_CH01164,noHit,OV14_0433,noHit,NGR_c29660,SMc03177,noHit,Smed_2804,lig,Atu0840,mll5481,SMc03177,,,,,SMc03168,SMc03168
SMc03178,RHE_CH02277,noHit,OV14_0435,noHit,NGR_c29670,SMc03178,noHit,Smed_2805,RL2605,noHit,mlr2027,SMc03178,,,,,SMc03169,SMc03169
phaA1,noHit,cpa3,OV14_0436,noHit,NGR_c29680,phaA1,noHit,Smed_2806,noHit,phaA,noHit,SMc03179,,,,,SMc03170,SMc03170
phaC1,noHit,DK53_2704,OV14_0437,blr7319,NGR_c29690,phaC1,noHit,Smed_2807,noHit,phaC,noHit,SMc03180,,,,,SMc03171,SMc03171
phaD1,noHit,DK53_2703,OV14_0438,noHit,NGR_c29700,phaD1,noHit,Smed_2808,noHit,phaD,noHit,SMc03181,,,,,gltX,SMc03172
phaE1,noHit,DK53_2702,phaE,noHit,phaE,phaE1,noHit,Smed_2809,noHit,phaE,noHit,SMc03182,,,,,lysS,SMc03173
phaF1,noHit,DK53_2701,phaF,noHit,phaF,phaF1,noHit,Smed_2810,noHit,phaF,noHit,SMc03183,,,,,SMc03174,SMc03174
phaG1,noHit,DK53_2700,phaG,noHit,phaG,phaG1,noHit,Smed_2811,noHit,phaG,noHit,SMc03184,,,,,SMc03175,SMc03175
SMc03185,noHit,noHit,OV14_a0880,noHit,noHit,SMc03185,noHit,noHit,noHit,noHit,mll7814,SMc03185,,,,,SMc03176,SMc03176
SMc03186,RHE_CH01122,noHit,OV14_a0879,noHit,noHit,SMc03186,noHit,noHit,RL1255,noHit,mlr7815,SMc03186,,,,,SMc03177,SMc03177
cobM,cobM,cobM,cobM,cobM,cobM,cobM,noHit,Smed_2812,cobM,cobM,mlr1385,SMc03187,,,,,SMc03178,SMc03178
cobL,cobL,cbiT,cobL,cobL,cobL,cobL,noHit,Smed_2813,cobL,cobL,mlr1383,SMc03188,,,,,phaA1,SMc03179
cobK,cobK,DK53_1279,cobK,cobK,cobK,cobK,noHit,Smed_2814,cobK,cobK,mll1382,SMc03189,,,,,phaC1,SMc03180
cobJ,cobJ,noHit,cobJ,cobJ,cobJ,cobJ,noHit,Smed_2815,cobJ,cobJ,mlr1381,SMc03190,,,,,phaD1,SMc03181
cobI,cobI,cobI,cobI,cobI,cobI,cobI,noHit,Smed_2816,cobI,cobI,mlr1380,SMc03191,,,,,phaE1,SMc03182
cobH,cobH,DK53_1266,cobH,cobH,cobH,cobH,noHit,Smed_2817,cobH,cbiC,mlr1379,SMc03192,,,,,phaF1,SMc03183
cobG,cobG,noHit,cobG,noHit,cobG,cobG,noHit,Smed_2818,cobG,cobG,mlr1378,SMc03193,,,,,phaG1,SMc03184
cobF,cobF,noHit,cobF,cobF,cobF,cobF,noHit,Smed_2819,cobF,noHit,mlr1461,SMc03194,,,,,SMc03185,SMc03185
ung,ung,noHit,OV14_0451,noHit,NGR_c29830,ung,RL73_04245,Smed_2820,ung,Atu2455,noHit,SMc03195,,,,,SMc03186,SMc03186
modA,modA,modA,modA,modA,modA,modA,noHit,Smed_2821,RL4685,modA,mll1465,SMc03196,,,,,cobM,SMc03187
modB,modB,modB,modB,modB,modB,modB,noHit,Smed_2822,RL4686,modB,mll1464,SMc03197,,,,,cobL,SMc03188
modC,modC,modC,modC,modC,modC,modC,noHit,Smed_2823,RL4687,modC,mll1463,SMc03198,,,,,cobK,SMc03189
SMc03199,modE,noHit,OV14_0455,noHit,NGR_c29870,SMc03199,noHit,Smed_2824,mopB,modE,mll1462,SMc03199,,,,,cobJ,SMc03190
SMc03200,noHit,DK53_2520,OV14_0457,bll6711,noHit,SMc03200,noHit,Smed_2825,noHit,Atu3050,mlr9020,SMc03200,,,,,cobI,SMc03191
bkdAa,bkDa1,bkdA1,bkdA1,bkdA1,bkdA1,bkdAa,noHit,Smed_2826,pRL100303,bkdA1,mll4473,SMc03201,,,,,cobH,SMc03192
bkdAb,bkDa2,bkdA2,bkdA2,bkdA2,bkdA2,bkdAb,noHit,Smed_2827,pRL100304,bkdA2,mll4472,SMc03202,,,,,cobG,SMc03193
bkdB,bkdB,bkdB,bkdB,bkdB,bkdB,bkdB,noHit,Smed_2828,pRL100305,bkdB,mll4471,SMc03203,,,,,cobF,SMc03194
lpdA3,lpdAc,lpdA,lpdA2,lpdA,lpdA2,lpdA3,noHit,Smed_2829,lpdV,noHit,mll4470,SMc03204,,,,,ung,SMc03195
purU1,noHit,noHit,purU3,noHit,purU3,purU1,purU,Smed_2830,noHit,noHit,noHit,SMc03205,,,,,modA,SMc03196
maiA,maiA,noHit,OV14_0465,bll0109,NGR_c29950,maiA,noHit,Smed_2831,RL1866,noHit,mlr1135,SMc03206,,,,,modB,SMc03197
SMc03207,RHE_CH01747,noHit,OV14_0466,bll6422,NGR_c29960,SMc03207,noHit,Smed_2832,RL1865,noHit,mlr8306,SMc03207,,,,,modC,SMc03198
hmgA,hmgA,noHit,hmgA,bll0343,hmgA,hmgA,noHit,Smed_2833,hmgA,noHit,mlr8303,SMc03208,,,,,SMc03199,SMc03199
SMc03209,noHit,noHit,OV14_0469,blr2331,NGR_c29990,SMc03209,noHit,Smed_2834,noHit,noHit,mll8302,SMc03209,,,,,SMc03200,SMc03200
SMc03210,RHE_CH01744,noHit,OV14_0470,blr0340,NGR_c30000,SMc03210,noHit,Smed_2835,RL1862,noHit,mlr8310,SMc03210,,,,,bkdAa,SMc03201
SMc03211,RHE_CH01745,noHit,OV14_0471,bll0339,NGR_c30010,SMc03211,noHit,Smed_2836,RL1863,noHit,mll8309,SMc03211,,,,,bkdAb,SMc03202
SMc03150,RHE_CH00066,noHit,OV14_0477,noHit,NGR_c30020,SMc03150,noHit,Smed_2837,RL0075,Atu3318,noHit,SMc03150,,,,,bkdB,SMc03203
SMc03149,noHit,noHit,noHit,noHit,noHit,SMc03149,noHit,Smed_2838,noHit,noHit,noHit,SMc03149,,,,,lpdA3,SMc03204
SMc03148,noHit,noHit,OV14_0479,noHit,noHit,SMc03148,noHit,noHit,RL0073,Atu3321,noHit,SMc03148,,,,,purU1,SMc03205
SMc03147,noHit,noHit,OV14_0480,noHit,NGR_c30060,SMc03147,noHit,noHit,toaD,Atu3322,mll2583,SMc03147,,,,,maiA,SMc03206
SMc03146,noHit,noHit,OV14_0481,noHit,NGR_c30070,SMc03146,noHit,noHit,toaE,Atu3323,mll2582,SMc03146,,,,,SMc03207,SMc03207
SMc03145,noHit,noHit,OV14_0482,noHit,NGR_c30030,SMc03145,noHit,Smed_2839,RL0070,Atu3324,noHit,SMc03145,,,,,hmgA,SMc03208
SMc03144,noHit,noHit,noHit,noHit,NGR_c30080,SMc03144,noHit,Smed_2840,noHit,noHit,noHit,SMc03144,,,,,SMc03209,SMc03209
SMc03143,RHE_PE00106,noHit,OV14_a1896,noHit,NGR_c30090,SMc03143,noHit,Smed_2841,pRL120542,Atu3206,mlr2298,SMc03143,,,,,SMc03210,SMc03210
SMc03142,noHit,noHit,noHit,noHit,noHit,SMc03142,noHit,noHit,noHit,noHit,noHit,SMc03142,,,,,SMc03211,SMc03211
SMc03141,noHit,noHit,noHit,noHit,noHit,SMc03141,noHit,noHit,noHit,noHit,noHit,SMc03141,,,,,SMc03150,SMc03150
SMc03140,noHit,noHit,OV14_b0621,noHit,NGR_b21910,SMc03140,noHit,Smed_2843,noHit,noHit,noHit,SMc03140,,,,,SMc03149,SMc03149
SMc03139,noHit,noHit,OV14_b0620,noHit,NGR_b21920,SMc03139,noHit,Smed_2844,noHit,noHit,noHit,SMc03139,,,,,SMc03148,SMc03148
SMc03138,noHit,noHit,OV14_b0619,noHit,NGR_b21930,SMc03138,noHit,Smed_2845,noHit,noHit,noHit,SMc03138,,,,,SMc03147,SMc03147
SMc03137,noHit,noHit,noHit,noHit,noHit,SMc03137,noHit,noHit,noHit,noHit,noHit,SMc03137,,,,,SMc03146,SMc03146
SMc03136,noHit,noHit,noHit,noHit,noHit,SMc03136,noHit,noHit,noHit,noHit,noHit,SMc03136,,,,,SMc03145,SMc03145
SMc03135,noHit,noHit,noHit,noHit,NGR_b21940,SMc03135,noHit,Smed_2846,noHit,noHit,noHit,SMc03135,,,,,SMc03144,SMc03144
SMc03134,noHit,noHit,noHit,noHit,NGR_b21950,SMc03134,noHit,Smed_2847,noHit,Atu4150,mlr5305,SMc03134,,,,,SMc03143,SMc03143
SMc03133,RHE_PF00191,noHit,OV14_b0618,noHit,NGR_b21960,SMc03133,noHit,Smed_2848,noHit,noHit,noHit,SMc03133,,,,,SMc03142,SMc03142
SMc03132,noHit,noHit,OV14_b0617,bll5856,NGR_b21970,SMc03132,noHit,Smed_2849,noHit,noHit,noHit,SMc03132,,,,,SMc03141,SMc03141
SMc03131,RHE_PF00192,noHit,OV14_b0616,noHit,NGR_b21980,SMc03131,noHit,Smed_2850,noHit,noHit,noHit,SMc03131,,,,,SMc03140,SMc03140
SMc03130,noHit,noHit,noHit,noHit,noHit,SMc03130,noHit,Smed_2851,noHit,Atu3565,noHit,SMc03130,,,,,SMc03139,SMc03139
SMc03129,glpQ,noHit,noHit,noHit,noHit,SMc03129,noHit,Smed_2852,pRL90114,noHit,noHit,SMc03129,,,,,SMc03138,SMc03138
SMc03128,noHit,noHit,noHit,bll4540,noHit,SMc03128,noHit,Smed_2853,pRL90227,accE,mlr9273,SMc03128,,,,,SMc03137,SMc03137
SMc03127,noHit,noHit,noHit,bll4541,noHit,SMc03127,noHit,Smed_2854,pRL90228,accD,mll9144,SMc03127,,,,,SMc03136,SMc03136
SMc03126,noHit,DK53_2149,noHit,bll4542,noHit,SMc03126,noHit,Smed_2855,pRL90229,noHit,mlr5895,SMc03126,,,,,SMc03135,SMc03135
SMc03125,oppD,noHit,noHit,bll4543,noHit,SMc03125,noHit,Smed_2856,pRL90230,noHit,mlr9270,SMc03125,,,,,SMc03134,SMc03134
SMc03124,noHit,noHit,noHit,bll4544,noHit,SMc03124,noHit,Smed_2857,pRL90231,accA,mlr9267,SMc03124,,,,,SMc03133,SMc03133
SMc03123,RHE_CH02754,noHit,noHit,noHit,NGR_b19420,SMc03123,noHit,Smed_2858,pRL90109,noHit,mll3605,SMc03123,,,,,SMc03132,SMc03132
SMc03122,RHE_PE00273,DK53_2286,OV14_0498,bll3953,NGR_c30610,SMc03122,noHit,Smed_2863,pRL110388,Atu4122,noHit,SMc03122,,,,,SMc03131,SMc03131
SMc03121,RHE_PE00275,DK53_2285,OV14_0499,blr0998,NGR_c30600,SMc03121,noHit,Smed_2864,pRL110400,Atu4123,noHit,SMc03121,,,,,SMc03130,SMc03130
SMc03120,RHE_PE00276,DK53_2284,OV14_0500,blr4037,NGR_c30590,SMc03120,noHit,Smed_2865,pRL110401,Atu4124,noHit,SMc03120,,,,,SMc03129,SMc03129
SMc03119,RHE_PE00277,DK53_2283,OV14_0501,blr4038,NGR_c30580,SMc03119,noHit,Smed_2866,pRL110402,Atu4125,mll4885,SMc03119,,,,,SMc03128,SMc03128
SMc03118,RHE_PE00278,DK53_2282,OV14_0502,blr4040,NGR_c30570,SMc03118,noHit,Smed_2867,pRL110403,Atu4126,mll4888,SMc03118,,,,,SMc03127,SMc03127
SMc03117,RHE_PE00279,DK53_2281,OV14_0503,blr4041,NGR_c30560,SMc03117,noHit,Smed_2868,pRL110404,Atu4127,mll4887,SMc03117,,,,,SMc03126,SMc03126
SMc03116,RHE_PE00280,DK53_2280,OV14_0504,noHit,noHit,SMc03116,noHit,Smed_2869,pRL110405,Atu4128,noHit,SMc03116,,,,,SMc03125,SMc03125
TRm5C,noHit,noHit,noHit,noHit,noHit,TRm5C,noHit,noHit,noHit,noHit,noHit,SMc02937,,,,,SMc03124,SMc03124
TRm3,noHit,noHit,noHit,noHit,NGR_a01970,TRm3,noHit,Smed_6034,pRL70121,noHit,noHit,SMc02839,,,,,SMc03123,SMc03123
TRm5N,noHit,noHit,noHit,noHit,noHit,TRm5N,noHit,noHit,noHit,noHit,noHit,SMc02840,,,,,SMc03122,SMc03122
metH,metH,metH,metH,metH,metH,metH,noHit,Smed_2870,metH,metH,noHit,SMc03112,,,,,SMc03121,SMc03121
pmi,noHit,DK53_556,OV14_0525,noHit,NGR_c30520,pmi,noHit,Smed_2871,noHit,Atu3311,noHit,SMc03111,,,,,SMc03120,SMc03120
SMc03110,RHE_CH02903,DK53_1379,OV14_0526,noHit,NGR_c30510,SMc03110,noHit,Smed_2872,RL3365,noHit,mlr5144,SMc03110,,,,,SMc03119,SMc03119
mak,noHit,noHit,OV14_0527,noHit,NGR_c30500,mak,noHit,Smed_2873,noHit,noHit,mlr7234,SMc03109,,,,,SMc03118,SMc03118
SMc03108,noHit,noHit,noHit,bll7673,noHit,SMc03108,noHit,Smed_5060,noHit,noHit,noHit,SMc03108,,,,,SMc03117,SMc03117
SMc03107,noHit,noHit,noHit,noHit,noHit,SMc03107,noHit,noHit,noHit,noHit,noHit,SMc03107,,,,,SMc03116,SMc03116
SMc03106,noHit,noHit,OV14_0543,noHit,NGR_c30670,SMc03106,noHit,Smed_2878,noHit,noHit,noHit,SMc03106,,,,,TRm5C,SMc03115
dxr,dxr,noHit,OV14_0544,dxr,NGR_c30680,dxr,noHit,Smed_2879,dxr,dxr,noHit,SMc03105,,,,,TRm3,SMc03114
hemA,hemAch,hemA,hemA,hemA,hemA,hemA,RL73_05895,Smed_2880,hemA1,hemA,mll5695,SMc03104,,,,,TRm5N,SMc03113
SMc03103,noHit,noHit,OV14_0546,blr0337,NGR_c30710,SMc03103,noHit,Smed_2881,noHit,noHit,mll1127,SMc03103,,,,,metH,SMc03112
SMc03102,noHit,noHit,OV14_0547,blr0336,NGR_c30720,SMc03102,noHit,Smed_2882,noHit,noHit,mll1128,SMc03102,,,,,pmi,SMc03111
SMc03101,noHit,noHit,OV14_0548,blr0335,NGR_c30730,SMc03101,noHit,Smed_2883,noHit,noHit,mll1129,SMc03101,,,,,SMc03110,SMc03110
SMc03100,RHE_CH03847,noHit,noHit,noHit,noHit,SMc03100,RL73_05890,Smed_2884,RL4380,Atu2614,mll9560,SMc03100,,,,,mak,SMc03109
cyaF1,noHit,noHit,noHit,noHit,NGR_b05760,cyaF1,noHit,Smed_2885,noHit,noHit,noHit,SMc03099,,,,,SMc03108,SMc03108
SMc03098,RHE_PE00052,noHit,noHit,blr7068,noHit,SMc03098,noHit,Smed_2886,pRL110069,noHit,noHit,SMc03098,,,,,SMc03107,SMc03107
SMc03097,RHE_CH03848,DK53_64,OV14_0551,noHit,NGR_c30780,SMc03097,noHit,Smed_2887,RL4381,Atu2615,mll1662,SMc03097,,,,,SMc03106,SMc03106
SMc03096,noHit,noHit,noHit,noHit,NGR_c30790,SMc03096,noHit,Smed_2888,RL4382,noHit,noHit,SMc03096,,,,,dxr,SMc03105
SMc03095,noHit,noHit,noHit,noHit,noHit,SMc03095,noHit,noHit,noHit,noHit,noHit,SMc03095,,,,,hemA,SMc03104
SMc03094,RHE_CH02947,noHit,noHit,noHit,noHit,SMc03094,noHit,noHit,neo,noHit,mlr2696,SMc03094,,,,,SMc03103,SMc03103
SMc03093,noHit,noHit,OV14_0555,bll1073,NGR_c30800,SMc03093,noHit,Smed_2889,noHit,noHit,noHit,SMc03093,,,,,SMc03102,SMc03102
SMc03092,RHE_CH03850,DK53_2337,OV14_0556,noHit,NGR_c30810,SMc03092,noHit,Smed_2890,RL4383,Atu4006,mlr6779,SMc03092,,,,,SMc03101,SMc03101
argI1,argI,rocF,arcA1,bll6122,arcA1,argI1,noHit,Smed_2891,arcA,arcA,mll6778,SMc03091,,,,,SMc03100,SMc03100
cheW3,cheW5,noHit,cheW2,noHit,cheW2,cheW3,noHit,Smed_2892,cheW2,cheW,noHit,SMc03090,,,,,cyaF1,SMc03099
TRm11b,RHE_CH00520,noHit,noHit,noHit,NGR_b05860,TRm11b,noHit,Smed_1104,noHit,noHit,noHit,SMc02289,,,,,SMc03098,SMc03098
TRm11a,RHE_PD00094,noHit,noHit,noHit,NGR_b05870,TRm11a,noHit,noHit,noHit,noHit,mll6383,SMc02291,,,,,SMc03097,SMc03097
mcpY,mcpY,noHit,OV14_0560,noHit,NGR_c30850,mcpY,noHit,Smed_2893,mcpQ,mcpA,noHit,SMc03087,,,,,SMc03096,SMc03096
fdsD,fdsD,noHit,fdsD,bsl3134,fdsD,fdsD,noHit,Smed_2895,RL4389,fdsD,mll5393,SMc03086,,,,,SMc03095,SMc03095
fdsC,fdsC,DK53_2526,OV14_0562,bll0288,NGR_c30870,fdsC,noHit,Smed_2896,fdhD,fdhD,mll5395,SMc03085,,,,,SMc03094,SMc03094
fdsA,fdsA,noHit,fdsA,fdhF,fdsA,fdsA,noHit,Smed_2897,fdsA,fdhF,mll5396,SMc04444,,,,,SMc03093,SMc03093
fdsB,fdsB,noHit,fdsB,nuoF,fdsB,fdsB,noHit,Smed_2898,fdsB,nuoF,mll5397,SMc02525,,,,,SMc03092,SMc03092
fdsG,fdsG,noHit,fdsG,nuoE,fdsG,fdsG,noHit,Smed_2899,fdsG,nuoE,mll5398,SMc02524,,,,,argI1,SMc03091
SMc02523,RHE_CH03860,noHit,OV14_0566,blr3139,NGR_c30910,SMc02523,noHit,Smed_2900,RL4394,Atu4705,mll5399,SMc02523,,,,,cheW3,SMc03090
SMc02522,RHE_CH03862,noHit,OV14_0567,noHit,NGR_c30920,SMc02522,noHit,Smed_2901,RL4396,noHit,mlr2780,SMc02522,,,,,TRm11b,SMc03089
glpR,glpRb,DK53_207,glpR,blr2433,glpR,glpR,noHit,Smed_2902,pRL90073,glpR,mll0711,SMc02521,,,,,SMc05010,SMc05010
glpD,glpD,DK53_208,glpD2,glpD,glpD2,glpD,noHit,Smed_2903,glyD,glpD,mll0710,SMc02520,,,,,TRm11a,SMc03088
SMc02519,RHE_PB00020,noHit,OV14_0571,blr2437,NGR_c30950,SMc02519,noHit,Smed_2904,pRL90075,Atu3896,mll0708,SMc02519,,,,,mcpY,SMc03087
SMc02518,RHE_PB00021,noHit,OV14_0572,blr2438,NGR_c30960,SMc02518,noHit,Smed_2905,pRL90076,Atu3895,mll0706,SMc02518,,,,,fdsD,SMc03086
SMc02517,RHE_PB00022,noHit,OV14_0573,blr2439,NGR_c30970,SMc02517,noHit,Smed_2906,pRL90077,Atu3894,mll0705,SMc02517,,,,,fdsC,SMc03085
SMc02516,RHE_PB00023,noHit,OV14_0574,blr2440,NGR_c30980,SMc02516,noHit,Smed_2907,pRL90078,Atu3893,mll0704,SMc02516,,,,,fdsA,SMc04444
SMc02515,RHE_PB00024,noHit,OV14_0575,blr2441,NGR_c30990,SMc02515,noHit,Smed_2908,pRL90079,Atu3892,msl0703,SMc02515,,,,,fdsB,SMc02525
SMc02514,RHE_PB00025,noHit,OV14_0576,blr2442,NGR_c31000,SMc02514,noHit,Smed_2909,pRL90080,Atu3891,mll0702,SMc02514,,,,,fdsG,SMc02524
SMc02513,noHit,noHit,noHit,noHit,noHit,SMc02513,noHit,noHit,noHit,noHit,noHit,SMc02513,,,,,SMc02523,SMc02523
SMc02512,noHit,noHit,noHit,blr6162,noHit,SMc02512,noHit,Smed_2911,noHit,noHit,noHit,SMc02512,,,,,SMc02522,SMc02522
SMc02511,RHE_CH00405,noHit,OV14_0584,bll5329,noHit,SMc02511,noHit,Smed_2912,RL0423,Atu2334,mlr5337,SMc02511,,,,,glpR,SMc02521
fur,fur,DK53_1607,OV14_0585,fur,NGR_c31010,fur,RL73_00955,Smed_2913,mur,fur,noHit,SMc02510,,,,,glpD,SMc02520
sitA,RHE_CH00971,noHit,OV14_0586,bll7769,NGR_c31020,sitA,RL73_05155,Smed_2914,sitA,sitA,mll8313,SMc02509,,,,,SMc02519,SMc02519
sitB,RHE_CH00969,noHit,OV14_0587,bll7771,NGR_c31030,sitB,noHit,Smed_2915,sitB,sitB,mll8315,SMc02508,,,,,SMc02518,SMc02518
sitC,noHit,noHit,OV14_0588,noHit,NGR_c31040,sitC,noHit,Smed_2916,sitC,sitC,noHit,SMc02507,,,,,SMc02517,SMc02517
sitD,RHE_CH00970,noHit,OV14_0589,noHit,NGR_c31050,sitD,RL73_05170,Smed_2917,RL3887,sitD,noHit,SMc02506,,,,,SMc02516,SMc02516
SMc02505,noHit,noHit,OV14_0596,noHit,NGR_c31060,SMc02505,noHit,Smed_2918,noHit,noHit,noHit,SMc02505,,,,,SMc02515,SMc02515
SMc02504,noHit,noHit,OV14_0597,noHit,NGR_c31080,SMc02504,noHit,Smed_2919,noHit,Atu0947,mll4468,SMc02504,,,,,SMc02514,SMc02514
SMc02503,RHE_CH00359,DK53_2583,OV14_0598,noHit,NGR_c31090,SMc02503,noHit,Smed_2920,RL0376,Atu0946,mlr4469,SMc02503,,,,,SMc02513,SMc02513
atpC,atpC,atpC,atpC,atpC,atpC,atpC,RL73_05950,Smed_2921,atpC,atpC,mll4059,SMc02502,,,,,SMc02512,SMc02512
atpD,atpD,atpD,atpD,atpD,atpD,atpD,RL73_05955,Smed_2922,atpD,atpD,mll4060,SMc02501,,,,,SMc02511,SMc02511
atpG,atpG,atpG,atpG,atpG,atpG,atpG,RL73_05960,Smed_2923,atpG,atpG,mll4063,SMc02500,,,,,fur,SMc02510
atpA,atpA,atpA,atpA,atpA,atpA,atpA,RL73_05965,Smed_2924,atpA,atpA,mll4065,SMc02499,,,,,sitA,SMc02509
atpH,atpH,atpH,atpH,atpH,atpH,atpH,RL73_05970,Smed_2925,atpH,atpH,mll4066,SMc02498,,,,,sitB,SMc02508
SMc02497,RHE_CH03874,DK53_1735,OV14_0606,noHit,NGR_c31150,SMc02497,noHit,Smed_2926,RL4411,Atu2626,mll4068,SMc02497,,,,,sitC,SMc02507
priA,priA,priA,OV14_0607,priA,NGR_c31160,priA,RL73_05975,Smed_2927,priA,priA,mll4071,SMc02496,,,,,sitD,SMc02506
tal,tal,fsa,OV14_0608,noHit,NGR_c31170,tal,noHit,Smed_2928,noHit,noHit,mlr4072,SMc02495,,,,,SMc02505,SMc02505
SMc02494,noHit,noHit,noHit,noHit,noHit,SMc02494,noHit,Smed_2929,noHit,noHit,noHit,SMc02494,,,,,SMc02504,SMc02504
SMc02493,noHit,noHit,noHit,noHit,noHit,SMc02493,noHit,noHit,noHit,noHit,noHit,SMc02493,,,,,SMc02503,SMc02503
SMc02492,noHit,noHit,noHit,noHit,noHit,SMc02492,noHit,Smed_2930,noHit,noHit,noHit,SMc02492,,,,,atpC,SMc02502
SMc02491,noHit,noHit,noHit,noHit,noHit,SMc02491,noHit,Smed_2931,pRL90121,noHit,noHit,SMc02491,,,,,atpD,SMc02501
SMc02490,RHE_CH03878,noHit,OV14_0610,noHit,NGR_c31180,SMc02490,noHit,Smed_2932,RL4425,noHit,noHit,SMc02490,,,,,atpG,SMc02500
SMc02489,xerC,DK53_1844,xerC,xerC,xerC,SMc02489,RL73_05310,Smed_2933,xerC,xerC,mlr4290,SMc02489,,,,,atpA,SMc02499
SMc02488,RHE_CH03880,DK53_1845,OV14_0612,noHit,NGR_c31200,SMc02488,noHit,Smed_2934,RL4427,Atu2629,mlr4292,SMc02488,,,,,atpH,SMc02498
lpdA2,lpdAch2,lpdA,lpdA1,lpdA,lpdA1,lpdA2,RL73_03780,Smed_2936,lpdA,lpdA,mll4296,SMc02487,,,,,SMc02497,SMc02497
SMc02486,RHE_CH03884,noHit,OV14_0615,scdh1,NGR_c31230,SMc02486,noHit,Smed_2937,RL4430,Atu4877,mll4297,SMc02486,,,,,priA,SMc02496
SMc02485,RHE_CH03885,noHit,OV14_0616,noHit,NGR_c31240,SMc02485,noHit,Smed_2938,RL4431,noHit,mll4298,SMc02485,,,,,tal,SMc02495
SMc02484,RHE_CH03883,DK53_1848,OV14_0617,noHit,NGR_c31250,SMc02484,noHit,Smed_2939,RL3047,Atu2633,noHit,SMc02484,,,,,SMc02494,SMc02494
sucB,sucB,sucB,sucB2,sucB,sucB2,sucB,RL73_03785,Smed_2940,citM,sucB,mll4300,SMc02483,,,,,SMc02493,SMc02493
sucA,sucA,sucA,sucA,sucA,sucA,sucA,sucA,Smed_2941,sucA,sucA,mll4301,SMc02482,,,,,SMc02492,SMc02492
sucD,sucD,sucD,sucD,sucD,sucD,sucD,RL73_03795,Smed_2942,sucD,sucD,mll4303,SMc02481,,,,,SMc02491,SMc02491
sucC,sucC,sucC,sucC,sucC,sucC,sucC,sucC,Smed_2943,sucC,sucC,mll4306,SMc02480,,,,,SMc02490,SMc02490
mdh,mdh,mdh,OV14_0624,mdh,NGR_c31300,mdh,RL73_03805,Smed_2944,mdh,Atu2639,mll4308,SMc02479,,,,,SMc02489,SMc02489
SMc02478,RHE_CH03892,DK53_1855,OV14_0625,bll0457,NGR_c31310,SMc02478,RL73_03810,Smed_2945,RL4440,Atu2640,mll4310,SMc02478,,,,,SMc02488,SMc02488
SMc02477,noHit,noHit,noHit,bll3011,noHit,SMc02477,noHit,Smed_5479,noHit,noHit,noHit,SMc02477,,,,,lpdA2,SMc02487
SMc02476,noHit,noHit,noHit,bsl3012,noHit,SMc02476,noHit,Smed_5480,noHit,noHit,noHit,SMc02476,,,,,SMc02486,SMc02486
SMc02475,omp4,DK53_1856,noHit,noHit,NGR_c31320,SMc02475,noHit,Smed_2946,RL4441,Atu2641,mll4312,SMc02475,,,,,SMc02485,SMc02485
SMc02474,RHE_CH02056,noHit,noHit,noHit,noHit,SMc02474,noHit,Smed_2947,RL2328,Atu3236,noHit,SMc02474,,,,,SMc02484,SMc02484
SMc02473,RHE_CH02055,noHit,noHit,blr3391,noHit,SMc02473,noHit,Smed_2948,RL2327,Atu3237,noHit,SMc02473,,,,,sucB,SMc02483
SMc02472,RHE_CH02054,noHit,OV14_b0075,blr3390,noHit,SMc02472,noHit,Smed_2949,RL2326,Atu3238,mlr7001,SMc02472,,,,,sucA,SMc02482
SMc02471,RHE_CH02053,noHit,noHit,blr3389,noHit,SMc02471,noHit,Smed_2950,RL2325,Atu3239,noHit,SMc02471,,,,,sucD,SMc02481
SMc02470,RHE_CH02052,noHit,noHit,noHit,noHit,SMc02470,noHit,Smed_2951,RL2324,Atu3240,noHit,SMc02470,,,,,sucC,SMc02480
SMc02469,RHE_CH02051,noHit,noHit,blr3392,noHit,SMc02469,noHit,Smed_2952,RL2323,Atu3241,noHit,SMc02469,,,,,mdh,SMc02479
SMc02468,RHE_CH02050,noHit,noHit,blr3393,noHit,SMc02468,noHit,Smed_2953,RL2322,Atu3242,mll2313,SMc02468,,,,,SMc02478,SMc02478
msrA2,noHit,noHit,noHit,noHit,NGR_c31330,msrA2,noHit,Smed_2955,noHit,noHit,noHit,SMc02467,,,,,SMc02477,SMc02477
sdhB,sdhB,DK53_1828,sdhB,sdhB,sdhB,sdhB,RL73_03820,Smed_2956,sdhB,sdhB,mll4260,SMc02466,,,,,SMc02476,SMc02476
